Concentration,lat,lgn,Date
390.18,0.357625,32.584522,5/25/2017
840.84,0.357625,32.584522,5/25/2017
836.61,0.357625,32.584522,5/25/2017
365.14,0.357625,32.584522,5/25/2017
790.51,0.357625,32.584522,5/25/2017
844.51,0.357625,32.584522,5/25/2017
0.62,0.357625,32.584522,5/25/2017
751.77,0.357625,32.584522,5/25/2017
777.57,0.357625,32.584522,5/25/2017
975.07,0.357625,32.584522,5/25/2017
2445.75,0.357625,32.584522,5/25/2017
765.79,0.357625,32.584522,5/25/2017
1482.66,0.357625,32.584522,5/25/2017
780.27,0.357625,32.584522,5/25/2017
1090.12,0.357625,32.584522,5/25/2017
752.05,0.357625,32.584522,5/25/2017
748.07,0.357625,32.584522,5/25/2017
791.51,0.357625,32.584522,5/25/2017
42.98,0.357625,32.584522,5/25/2017
645.01,0.357625,32.584522,5/25/2017
3256.32,0.357625,32.584522,5/25/2017
0.62,0.357625,32.584522,5/25/2017
773.45,0.357625,32.584522,5/25/2017
800.37,0.357625,32.584522,5/25/2017
1032.03,0.357625,32.584522,5/25/2017
806.26,0.357625,32.584522,5/25/2017
775.5,0.357625,32.584522,5/25/2017
1566.83,0.357625,32.584522,5/25/2017
784.48,0.357625,32.584522,5/25/2017
1363.2,0.357625,32.584522,5/25/2017
732.22,0.357625,32.584522,5/25/2017
1462.46,0.357625,32.584522,5/25/2017
756.52,0.357625,32.584522,5/25/2017
704.99,0.357625,32.584522,5/25/2017
302.78,0.357625,32.584522,5/25/2017
3360.33,0.357625,32.584522,5/25/2017
583.87,0.357625,32.584522,5/25/2017
1059.55,0.357625,32.584522,5/25/2017
0.62,0.357625,32.584522,5/25/2017
750.27,0.357625,32.584522,5/25/2017
743.88,0.357625,32.584522,5/25/2017
2358.29,0.357625,32.584522,5/25/2017
862.38,0.357625,32.584522,5/25/2017
692.54,0.357625,32.584522,5/25/2017
191.68,0.357625,32.584522,5/25/2017
725.5,0.357625,32.584522,5/25/2017
971.31,0.357625,32.584522,5/25/2017
3130.05,0.357625,32.584522,5/25/2017
0.62,0.357625,32.584522,5/25/2017
884.48,0.357625,32.584522,5/25/2017
778.8,0.357625,32.584522,5/25/2017
1329.61,0.357625,32.584522,5/25/2017
1368.23,0.357625,32.584522,5/25/2017
5293.15,0.357625,32.584522,5/25/2017
959.38,0.357625,32.584522,5/25/2017
996.19,0.357625,32.584522,5/25/2017
534.04,0.357625,32.584522,5/25/2017
363.77,0.357625,32.584522,5/25/2017
973.28,0.357625,32.584522,5/25/2017
0.62,0.357625,32.584522,5/25/2017
0.62,0.357625,32.584522,5/25/2017
3281.81,0.357625,32.584522,5/25/2017
1035.03,0.357625,32.584522,5/25/2017
1026.27,0.357625,32.584522,5/25/2017
460.77,0.357625,32.584522,5/25/2017
1631.55,0.357625,32.584522,5/25/2017
788.03,0.357625,32.584522,5/25/2017
1319.7,0.357625,32.584522,5/25/2017
874.64,0.357625,32.584522,5/25/2017
2541.72,0.357625,32.584522,5/25/2017
915.24,0.357625,32.584522,5/25/2017
1245.76,0.357625,32.584522,5/25/2017
2374.88,0.357625,32.584522,5/25/2017
4928.53,0.357625,32.584522,5/25/2017
4750.71,0.357625,32.584522,5/25/2017
4128.87,0.357625,32.584522,5/25/2017
1597.15,0.357625,32.584522,5/25/2017
853.85,0.357625,32.584522,5/25/2017
988.73,0.357625,32.584522,5/25/2017
880.98,0.357625,32.584522,5/25/2017
5869.72,0.357625,32.584522,5/25/2017
2872.87,0.357625,32.584522,5/25/2017
4101.72,0.357625,32.584522,5/25/2017
2418.71,0.357625,32.584522,5/25/2017
433.23,0.357625,32.584522,5/25/2017
2401.38,0.357625,32.584522,5/25/2017
2482.03,0.357625,32.584522,5/25/2017
673.53,0.357625,32.584522,5/25/2017
391.56,0.357625,32.584522,5/25/2017
777.56,0.357625,32.584522,5/25/2017
951.26,0.357625,32.584522,5/25/2017
3702.3,0.357625,32.584522,5/25/2017
2811.79,0.357625,32.584522,5/25/2017
3294.78,0.357625,32.584522,5/25/2017
4963.82,0.357625,32.584522,5/25/2017
979.47,0.357625,32.584522,5/25/2017
1973.65,0.357625,32.584522,5/25/2017
798.24,0.357625,32.584522,5/25/2017
4723.57,0.357625,32.584522,5/25/2017
3527.66,0.357625,32.584522,5/25/2017
693.14,0.357625,32.584522,5/25/2017
4743.62,0.357625,32.584522,5/25/2017
3917.41,0.357625,32.584522,5/25/2017
4433.09,0.357625,32.584522,5/25/2017
920.21,0.357625,32.584522,5/25/2017
3596.51,0.357625,32.584522,5/25/2017
1014.24,0.357625,32.584522,5/25/2017
646.93,0.357625,32.584522,5/25/2017
2976.16,0.357625,32.584522,5/25/2017
1350.01,0.357625,32.584522,5/25/2017
3689.97,0.357625,32.584522,5/25/2017
3609.43,0.357625,32.584522,5/25/2017
3592.76,0.357625,32.584522,5/25/2017
50.39,0.357625,32.584522,5/25/2017
560.04,0.357625,32.584522,5/25/2017
701.41,0.357625,32.584522,5/25/2017
3629.65,0.357625,32.584522,5/25/2017
682.98,0.357625,32.584522,5/25/2017
1412.68,0.357625,32.584522,5/25/2017
3935.32,0.357625,32.584522,5/25/2017
2935.09,0.357625,32.584522,5/25/2017
2992.78,0.357625,32.584522,5/25/2017
2097.77,0.357625,32.584522,5/25/2017
3746.28,0.357625,32.584522,5/25/2017
775.74,0.357625,32.584522,5/25/2017
1041.97,0.357625,32.584522,5/25/2017
2661.54,0.357625,32.584522,5/25/2017
4723.49,0.357625,32.584522,5/25/2017
1622.71,0.357625,32.584522,5/25/2017
1524.49,0.357625,32.584522,5/25/2017
2064.62,0.357625,32.584522,5/25/2017
656.08,0.357625,32.584522,5/25/2017
3147.43,0.357625,32.584522,5/25/2017
825.77,0.357625,32.584522,5/25/2017
4935.58,0.357625,32.584522,5/25/2017
4302.3,0.357625,32.584522,5/25/2017
5586.41,0.357625,32.584522,5/25/2017
2742.21,0.357625,32.584522,5/25/2017
1031.42,0.357625,32.584522,5/25/2017
3011.44,0.357625,32.584522,5/25/2017
5127.12,0.357625,32.584522,5/25/2017
3791.55,0.357625,32.584522,5/25/2017
881.05,0.357625,32.584522,5/25/2017
3878.19,0.357625,32.584522,5/25/2017
858.6,0.357625,32.584522,5/25/2017
3380.68,0.357625,32.584522,5/25/2017
381.85,0.357625,32.584522,5/25/2017
4699.48,0.357625,32.584522,5/25/2017
4288.07,0.357625,32.584522,5/25/2017
502.14,0.357625,32.584522,5/25/2017
3981.38,0.357625,32.584522,5/25/2017
3532.24,0.357625,32.584522,5/25/2017
2465.05,0.357625,32.584522,5/25/2017
901.97,0.357625,32.584522,5/25/2017
3731.68,0.357625,32.584522,5/25/2017
3920.87,0.357615,32.584396,5/26/2017
5386.3,0.357699,32.584484,5/26/2017
3784.03,0.357699,32.584484,5/26/2017
1063.33,0.357699,32.584484,5/26/2017
488,0.357699,32.584484,5/26/2017
5277.66,0.357699,32.584484,5/26/2017
4342.68,0.357653,32.584423,5/26/2017
959.55,0.35769,32.584461,5/26/2017
4373.6,0.35769,32.584461,5/26/2017
3310.99,0.35769,32.584461,5/26/2017
3839.5,0.35769,32.584461,5/26/2017
3822.18,0.35769,32.584461,5/26/2017
5073.63,0.357375,32.584014,5/26/2017
5336.7,0.357377,32.584018,5/26/2017
1975.91,0.357385,32.584018,5/26/2017
2866.14,0.357385,32.584022,5/26/2017
4815.78,0.35749,32.584041,5/26/2017
3857.43,0.35749,32.584041,5/26/2017
5211.01,0.357578,32.584175,5/26/2017
1594.73,0.357543,32.584163,5/26/2017
4867.72,0.357531,32.584175,5/26/2017
3286.81,0.357622,32.584278,5/26/2017
1232.18,0.357622,32.584278,5/26/2017
4849.67,0.357622,32.584278,5/26/2017
2023.01,0.357657,32.584476,5/26/2017
2910.61,0.357657,32.584457,5/26/2017
980.71,0.357657,32.584457,5/26/2017
4009.99,0.357657,32.584457,5/26/2017
1691.79,0.357657,32.584457,5/26/2017
1613.92,0.357657,32.584457,5/26/2017
3502.36,0.357657,32.584457,5/26/2017
3618.18,0.357657,32.584457,5/26/2017
5525.39,0.357657,32.584457,5/26/2017
4800.66,0.357657,32.584457,5/26/2017
1224.23,0.357657,32.584457,5/26/2017
4995.71,0.357657,32.584457,5/26/2017
5603.32,0.357718,32.58451,5/26/2017
1126.38,0.357737,32.584552,5/26/2017
4991.03,0.357652,32.584423,5/26/2017
3413.53,0.357475,32.584182,5/26/2017
3917.46,0.357547,32.58427,5/26/2017
1939.08,0.357547,32.58427,5/26/2017
4025.35,0.357547,32.58427,5/26/2017
3855.8,0.357547,32.58427,5/26/2017
992.21,0.357547,32.58427,5/26/2017
5047.81,0.357547,32.58427,5/26/2017
3376.41,0.357547,32.58427,5/26/2017
1033.62,0.357547,32.58427,5/26/2017
3906.35,0.357547,32.58427,5/26/2017
92.98,0.357547,32.58427,5/26/2017
740.2,0.357547,32.58427,5/26/2017
1279.04,0.357547,32.58427,5/26/2017
641.5,0.357547,32.58427,5/26/2017
248.86,0.357547,32.58427,5/26/2017
51.96,0.357547,32.58427,5/26/2017
149.36,0.357547,32.58427,5/26/2017
46.38,0.357547,32.58427,5/26/2017
25.39,0.357547,32.58427,5/26/2017
407.76,0.357547,32.58427,5/26/2017
62.28,0.357547,32.58427,5/26/2017
15.28,0.357547,32.58427,5/26/2017
0.62,0.357547,32.58427,5/26/2017
439.57,0.357547,32.58427,5/26/2017
564.85,0.357547,32.58427,5/26/2017
298.81,0.357547,32.58427,5/26/2017
120.52,0.357547,32.58427,5/26/2017
731.82,0.357547,32.58427,5/26/2017
317.9,0.357547,32.58427,5/26/2017
0.62,0.357685,32.584568,5/26/2017
253.13,0.357771,32.584472,5/26/2017
0.62,0.357771,32.584472,5/26/2017
289.46,0.357697,32.584617,5/26/2017
265.71,0.35767,32.584449,5/26/2017
113.9,0.357658,32.584484,5/26/2017
2328.18,0.358012,32.584167,5/26/2017
2240,0.358,32.584152,5/26/2017
1822.82,0.35792,32.584049,5/26/2017
1546.19,0.356517,32.582813,5/26/2017
1126.47,0.356511,32.582828,5/26/2017
659.73,0.356191,32.583267,5/26/2017
5141.61,0.354566,32.584663,5/26/2017
2891.55,0.353184,32.586799,5/26/2017
4085.21,0.352691,32.588966,5/26/2017
826.55,0.357808,32.593002,5/26/2017
1156.09,0.359655,32.60131,5/26/2017
704.92,0.367204,32.6058,5/26/2017
3396.82,0.366961,32.609172,5/26/2017
1223.18,0.368404,32.611869,5/26/2017
760.85,0.372678,32.614051,5/26/2017
1414.15,0.370768,32.613777,5/26/2017
1596.42,0.368204,32.611633,5/26/2017
1409.81,0.349099,32.579216,5/26/2017
1674.45,0.34854,32.57994,5/26/2017
97.96,0.349061,32.579273,5/26/2017
935.44,0.355338,32.582317,5/26/2017
2258.46,0.356516,32.582859,5/26/2017
542.8,0.356539,32.582843,5/26/2017
1264.56,0.356511,32.582851,5/26/2017
795.41,0.356529,32.582832,5/26/2017
895.25,0.356531,32.582828,5/26/2017
950.38,0.35653,32.582839,5/26/2017
2011.9,0.356524,32.582847,5/26/2017
657.3,0.356475,32.582847,5/26/2017
1058.5,0.356513,32.582843,5/26/2017
1087.08,0.356499,32.582847,5/26/2017
1445.46,0.356511,32.582836,5/26/2017
533.2,0.356534,32.582859,5/26/2017
899.94,0.356517,32.582824,5/26/2017
478.75,0.356542,32.582851,5/26/2017
1026.82,0.356509,32.582847,5/26/2017
2856.5,0.355177,32.584163,5/26/2017
3800.04,0.355068,32.587024,5/26/2017
2396.27,0.354997,32.588836,5/26/2017
475.13,0.357858,32.590438,5/26/2017
3574.32,0.356648,32.590801,5/26/2017
299.39,0.354733,32.58831,5/26/2017
1298.2,0.355602,32.586559,5/26/2017
1194.13,0.355043,32.584472,5/26/2017
2602.57,0.356501,32.582847,5/26/2017
450.16,0.356541,32.582866,5/26/2017
708.78,0.356548,32.582832,5/26/2017
2052.72,0.356554,32.58282,5/26/2017
834.17,0.356525,32.582843,5/26/2017
2464.47,0.356537,32.582847,5/26/2017
155.11,0.356533,32.582817,5/26/2017
148.14,0.356555,32.58282,5/26/2017
180.29,0.356537,32.58282,5/26/2017
616.16,0.356543,32.582824,5/26/2017
1956.83,0.356534,32.582828,5/26/2017
799.78,0.35651,32.582866,5/26/2017
4585.31,0.355088,32.584373,5/26/2017
4035.09,0.353737,32.58596,5/26/2017
4604.61,0.353461,32.587215,5/26/2017
1049.13,0.354461,32.587196,5/26/2017
567.64,0.355468,32.585662,5/26/2017
796.75,0.356301,32.583187,5/26/2017
713.18,0.35653,32.582836,5/26/2017
1089.62,0.356553,32.582855,5/26/2017
2973.33,0.356492,32.582798,5/26/2017
3146.12,0.357623,32.583065,5/26/2017
907.89,0.36203,32.583923,5/26/2017
995.87,0.364253,32.58559,5/26/2017
800.55,0.365684,32.584091,5/26/2017
1178.75,0.367427,32.578475,5/26/2017
1809.86,0.368251,32.576175,5/26/2017
38.94,0.368267,32.576148,5/26/2017
1269.31,0.368247,32.577308,5/26/2017
1390.59,0.366825,32.582355,5/26/2017
1160.85,0.361742,32.583877,5/26/2017
1146.7,0.356692,32.582855,5/26/2017
724.77,0.356679,32.582855,5/26/2017
1409.88,0.356687,32.582843,5/26/2017
1607.63,0.353804,32.581619,5/26/2017
1122.02,0.348739,32.578887,5/26/2017
3600.08,0.344724,32.576892,5/26/2017
2003.5,0.340977,32.57492,5/26/2017
607.08,0.338191,32.573925,5/26/2017
425.45,0.336151,32.573181,5/26/2017
5395.4,0.333054,32.573451,5/26/2017
2132.62,0.332596,32.573535,5/26/2017
833.83,0.331739,32.57262,5/26/2017
813.13,0.332516,32.573341,5/26/2017
255.23,0.332516,32.573341,5/26/2017
0.62,0.332462,32.573398,5/26/2017
1810.17,0.332646,32.573604,5/26/2017
1320.52,0.332646,32.573604,5/26/2017
1049.65,0.332496,32.573554,5/26/2017
273.34,0.332496,32.573554,5/26/2017
2412.97,0.333006,32.573486,5/26/2017
850.85,0.333041,32.573501,5/26/2017
657.6,0.333405,32.573341,5/26/2017
2347.69,0.336212,32.572528,5/26/2017
3868.8,0.340548,32.571365,5/26/2017
1422.93,0.340554,32.571289,5/26/2017
1106.78,0.340559,32.571304,5/26/2017
706.66,0.340547,32.5713,5/26/2017
1125.23,0.340529,32.571289,5/26/2017
687.64,0.340527,32.571277,5/26/2017
756.23,0.340541,32.571277,5/26/2017
246.88,0.34053,32.571289,5/26/2017
614.27,0.340558,32.571292,5/26/2017
890.18,0.340539,32.571285,5/26/2017
880.21,0.340549,32.571281,5/26/2017
1158.95,0.340544,32.571289,5/26/2017
1097.7,0.340541,32.571289,5/26/2017
780.34,0.340554,32.571281,5/26/2017
1104.02,0.340571,32.571292,5/26/2017
729.02,0.340535,32.571281,5/26/2017
883.3,0.340559,32.571308,5/26/2017
717.02,0.340569,32.571289,5/26/2017
851,0.34055,32.571277,5/26/2017
764.73,0.340544,32.571285,5/26/2017
995.84,0.340543,32.571289,5/26/2017
726.39,0.340549,32.571289,5/26/2017
677.81,0.340548,32.571296,5/26/2017
462.97,0.34053,32.571292,5/26/2017
719.04,0.340527,32.571292,5/26/2017
927.28,0.340538,32.571292,5/26/2017
928.94,0.340527,32.571285,5/26/2017
662.04,0.340556,32.571304,5/26/2017
696.4,0.340551,32.571285,5/26/2017
2119.27,0.340535,32.571273,5/26/2017
564.22,0.340517,32.571289,5/26/2017
945.91,0.340526,32.571304,5/26/2017
678.48,0.340528,32.571304,5/26/2017
629.28,0.340531,32.5713,5/26/2017
1036.38,0.340552,32.571319,5/26/2017
1053.72,0.340543,32.5713,5/26/2017
675.03,0.340545,32.571311,5/26/2017
746.09,0.34052,32.571304,5/26/2017
801.22,0.340517,32.571315,5/26/2017
894.94,0.340523,32.571315,5/26/2017
548.08,0.340525,32.571308,5/26/2017
683,0.340539,32.571296,5/26/2017
988.04,0.340549,32.571311,5/26/2017
699.85,0.340539,32.571315,5/26/2017
785.02,0.340517,32.571311,5/26/2017
1234.7,0.340507,32.571277,5/26/2017
913.02,0.340517,32.571289,5/26/2017
919,0.340539,32.571292,5/26/2017
1160.37,0.340761,32.571926,5/26/2017
2675.66,0.339957,32.573875,5/26/2017
4269.09,0.343015,32.576694,5/26/2017
4061.04,0.347098,32.577991,5/26/2017
766.22,0.352143,32.58044,5/26/2017
1278.18,0.356384,32.582725,5/26/2017
498.91,0.35652,32.582855,5/26/2017
1775.66,0.356467,32.582832,5/26/2017
554.6,0.356465,32.582851,5/26/2017
1359.43,0.352876,32.581176,5/26/2017
2321.01,0.343429,32.576812,5/26/2017
2998.51,0.340568,32.574005,5/26/2017
136.42,0.336704,32.573341,5/26/2017
3052.29,0.334338,32.573005,5/26/2017
4808.63,0.332787,32.573554,5/26/2017
2194.35,0.332598,32.5736,5/26/2017
849.49,0.332533,32.573616,5/26/2017
825.68,0.332616,32.57368,5/26/2017
1118.83,0.332531,32.573463,5/26/2017
1104.74,0.332577,32.5736,5/26/2017
577.86,0.3326,32.573619,5/26/2017
269.46,0.332635,32.573642,5/26/2017
2303.6,0.332647,32.573749,5/26/2017
1715.7,0.332591,32.573566,5/26/2017
1226.95,0.332517,32.573432,5/26/2017
816.74,0.332651,32.573673,5/26/2017
780.46,0.332672,32.573665,5/26/2017
1666.34,0.332388,32.573425,5/26/2017
966.58,0.332648,32.573703,5/26/2017
296.38,0.33271,32.57368,5/26/2017
1642.21,0.332652,32.573673,5/26/2017
2705.46,0.332754,32.573802,5/26/2017
2415.41,0.332791,32.573879,5/26/2017
397.49,0.332863,32.574031,5/26/2017
681.92,0.332788,32.573921,5/26/2017
2390.95,0.332623,32.573585,5/26/2017
1270.17,0.33268,32.573703,5/26/2017
2446.92,0.333694,32.573249,5/26/2017
2494.55,0.334286,32.573879,5/26/2017
2790.73,0.336837,32.573398,5/26/2017
853.78,0.338772,32.573871,5/26/2017
601.63,0.340941,32.574752,5/26/2017
1082.09,0.344007,32.576904,5/26/2017
3555.79,0.348567,32.578773,5/26/2017
1436.38,0.354072,32.581722,5/26/2017
3347.71,0.354888,32.58213,5/26/2017
3500.22,0.356285,32.582344,5/26/2017
1834,0.356283,32.582366,5/26/2017
89.43,0.35628,32.582366,5/26/2017
139.5,0.356266,32.582351,5/26/2017
805.29,0.356266,32.582355,5/26/2017
858.8,0.356266,32.58237,5/26/2017
3182.7,0.356545,32.582782,5/26/2017
1141.23,0.356741,32.582912,5/26/2017
1204.41,0.354967,32.582191,5/26/2017
2431.43,0.350197,32.579399,5/26/2017
1206.2,0.344924,32.58057,5/26/2017
2465.95,0.342945,32.582569,5/26/2017
455.13,0.342949,32.582538,5/26/2017
822.94,0.341155,32.584095,5/26/2017
855.64,0.338226,32.586013,5/26/2017
2380.88,0.33838,32.587322,5/26/2017
737.26,0.338231,32.587554,5/26/2017
341.91,0.338218,32.58757,5/26/2017
531.09,0.338243,32.587539,5/26/2017
33.31,0.338234,32.587547,5/26/2017
1707.71,0.338265,32.587512,5/26/2017
3595.01,0.338482,32.586345,5/26/2017
2481.35,0.339362,32.58477,5/26/2017
976.37,0.34971,32.579189,5/26/2017
402.87,0.353483,32.581462,5/26/2017
2866.66,0.356269,32.58237,5/26/2017
1203.81,0.356285,32.582366,5/26/2017
1818.69,0.356291,32.582366,5/26/2017
764.23,0.356285,32.582363,5/26/2017
1456.77,0.356286,32.582347,5/26/2017
186.06,0.35628,32.582359,5/26/2017
2019.08,0.356558,32.582756,5/26/2017
441.85,0.356539,32.58274,5/26/2017
2393.81,0.35522,32.585445,5/26/2017
3054.47,0.354636,32.587184,5/26/2017
2353.15,0.35517,32.590072,5/26/2017
3735.15,0.357854,32.590446,5/26/2017
4141.03,0.35644,32.590667,5/26/2017
756.2,0.355213,32.58839,5/26/2017
436.83,0.355664,32.586734,5/26/2017
2863.91,0.355347,32.585494,5/26/2017
959.99,0.355336,32.585479,5/26/2017
526.33,0.355108,32.585414,5/26/2017
1793.39,0.356175,32.583286,5/26/2017
1243.06,0.356537,32.58274,5/26/2017
593.77,0.356529,32.582748,5/26/2017
624.63,0.356534,32.582752,5/26/2017
125.79,0.356515,32.582744,5/26/2017
866.45,0.356523,32.582763,5/26/2017
494.82,0.356531,32.582771,5/26/2017
1875.71,0.356524,32.582778,5/26/2017
3086.98,0.356516,32.582778,5/26/2017
565.37,0.356536,32.582775,5/26/2017
707.81,0.356532,32.582763,5/26/2017
1338.91,0.356514,32.582771,5/26/2017
1279.03,0.35652,32.582759,5/26/2017
952.49,0.356535,32.582744,5/26/2017
1150.12,0.356536,32.582756,5/26/2017
918.67,0.356547,32.582763,5/26/2017
812.38,0.356539,32.582775,5/26/2017
1011.32,0.356552,32.582786,5/26/2017
566.82,0.35655,32.582778,5/26/2017
475.09,0.356547,32.582771,5/26/2017
844.19,0.356539,32.582767,5/26/2017
893.79,0.356528,32.582756,5/26/2017
950.62,0.356534,32.582775,5/26/2017
143.23,0.356531,32.582759,5/26/2017
1825.67,0.356541,32.582733,5/26/2017
797.01,0.356546,32.582736,5/26/2017
713.27,0.356545,32.58274,5/26/2017
620.59,0.356546,32.58274,5/26/2017
1560.42,0.356543,32.582752,5/26/2017
1190.96,0.356538,32.58274,5/26/2017
1875.97,0.356535,32.582725,5/26/2017
1075.06,0.356532,32.58274,5/26/2017
1211.65,0.356535,32.582736,5/26/2017
2752.55,0.356535,32.582756,5/26/2017
1292.31,0.35676,32.582851,5/26/2017
1632.11,0.357119,32.58189,5/26/2017
630.85,0.357148,32.581848,5/26/2017
480.79,0.357144,32.581848,5/26/2017
676.63,0.357153,32.581848,5/26/2017
1556.6,0.35835,32.583244,5/26/2017
1654.41,0.359442,32.583339,5/26/2017
1592.02,0.356716,32.582885,5/26/2017
1458.51,0.356539,32.582763,5/26/2017
2336.21,0.356545,32.582775,5/26/2017
1011.32,0.356542,32.582744,5/26/2017
810.37,0.356551,32.582748,5/26/2017
1386.07,0.35654,32.582756,5/26/2017
565.77,0.356546,32.582767,5/26/2017
2402.5,0.356534,32.582759,5/26/2017
494.02,0.356546,32.582759,5/26/2017
2493.71,0.356543,32.582752,5/26/2017
905.73,0.356566,32.582767,5/26/2017
2581.52,0.356544,32.582752,5/26/2017
1026.42,0.356544,32.582748,5/26/2017
0.62,0.356556,32.582756,5/26/2017
749.22,0.356543,32.582763,5/26/2017
937.63,0.356538,32.582752,5/26/2017
1211.28,0.356542,32.582767,5/26/2017
932.97,0.356541,32.582752,5/26/2017
1110.18,0.356536,32.582771,5/26/2017
657.6,0.356534,32.582752,5/26/2017
1941.54,0.356535,32.582775,5/26/2017
649.2,0.356533,32.582763,5/26/2017
1748.69,0.357749,32.581375,5/26/2017
2893.87,0.359074,32.578399,5/26/2017
2199.91,0.359646,32.577083,5/26/2017
4267.9,0.359067,32.57405,5/26/2017
579.46,0.35299,32.564716,5/26/2017
1068.01,0.352932,32.563491,5/26/2017
1063.09,0.353609,32.569259,5/26/2017
2563.44,0.355112,32.572196,5/26/2017
1494.55,0.352979,32.572299,5/26/2017
1115.63,0.351341,32.578029,5/26/2017
1658.9,0.349407,32.584552,5/26/2017
3466.92,0.353705,32.589843,5/26/2017
2787.32,0.358426,32.595394,5/26/2017
2028.22,0.360754,32.602321,5/26/2017
1240.83,0.365595,32.604797,5/26/2017
325.06,0.361392,32.607898,5/26/2017
793.41,0.358733,32.610584,5/26/2017
1738.48,0.356181,32.613147,5/26/2017
1148.05,0.354851,32.614292,5/26/2017
2118.42,0.349575,32.616203,5/26/2017
730.43,0.349569,32.616233,5/26/2017
2264.59,0.354563,32.614494,5/26/2017
2433.07,0.358901,32.610374,5/26/2017
1115.71,0.36346,32.606285,5/26/2017
1523.55,0.368751,32.603263,5/26/2017
1977.2,0.369286,32.600078,5/26/2017
1019.66,0.369385,32.597843,5/26/2017
765.44,0.366807,32.591892,5/26/2017
1627.69,0.362499,32.588161,5/26/2017
840.98,0.361701,32.587268,5/26/2017
1249.97,0.359416,32.58498,5/26/2017
1769.03,0.356632,32.586124,5/26/2017
1590.49,0.355441,32.585624,5/26/2017
97.73,0.354763,32.58522,5/26/2017
39.55,0.354748,32.585212,5/26/2017
2179.73,0.354757,32.585205,5/26/2017
3019.46,0.356226,32.583221,5/26/2017
2274.45,0.350762,32.579689,5/26/2017
2284.39,0.347193,32.578121,5/26/2017
1987.9,0.342885,32.576717,5/26/2017
1693.38,0.34019,32.573898,5/26/2017
3552.34,0.3337,32.577205,5/26/2017
2793.36,0.328889,32.575973,5/26/2017
1407.19,0.323553,32.576126,5/26/2017
1634.56,0.318949,32.576335,5/26/2017
2997.69,0.316684,32.578426,5/26/2017
900.24,0.316649,32.578468,5/26/2017
1845.04,0.316647,32.578483,5/26/2017
2448.34,0.316649,32.578495,5/26/2017
1183.06,0.316685,32.578502,5/26/2017
1590.49,0.316693,32.578525,5/26/2017
1024.02,0.316672,32.578521,5/26/2017
3459.04,0.316669,32.578525,5/26/2017
302.46,0.316668,32.578506,5/26/2017
1471.54,0.316657,32.578479,5/26/2017
943.25,0.316653,32.578479,5/26/2017
957.88,0.316654,32.578468,5/26/2017
1915.12,0.316665,32.578487,5/26/2017
3170.38,0.317958,32.574096,5/26/2017
2741.91,0.317958,32.574096,5/27/2017
1850.42,0.429515,32.557167,5/27/2017
1452.78,0.429525,32.557174,5/27/2017
1800.38,0.429547,32.55722,5/27/2017
1029.96,0.42952,32.557212,5/27/2017
54.49,0.429542,32.557209,5/27/2017
1055.12,0.429517,32.557212,5/27/2017
1128.31,0.429522,32.557159,5/27/2017
2915.77,0.429517,32.557216,5/27/2017
1224.94,0.429503,32.557231,5/27/2017
4348.62,0.429531,32.557266,5/27/2017
4257.71,0.429543,32.557273,5/27/2017
4481.16,0.429538,32.557258,5/27/2017
4030.24,0.429544,32.557262,5/27/2017
3902.68,0.429534,32.557262,5/27/2017
3081.83,0.429514,32.557258,5/27/2017
3794.6,0.429522,32.55725,5/27/2017
3741.02,0.426001,32.559738,5/27/2017
4059.67,0.42274,32.560111,5/27/2017
4364.81,0.419562,32.561611,5/27/2017
3070.79,0.417931,32.562,5/27/2017
527.03,0.417943,32.562011,5/27/2017
2082.49,0.417947,32.562038,5/27/2017
717.01,0.417921,32.562011,5/27/2017
1618.94,0.417938,32.562,5/27/2017
3261.08,0.417926,32.562,5/27/2017
1177.68,0.417876,32.56834,5/27/2017
1674.66,0.416223,32.570938,5/27/2017
3197.22,0.409809,32.572013,5/27/2017
2776.1,0.403986,32.572509,5/27/2017
2789.76,0.397396,32.572307,5/27/2017
2181.26,0.394941,32.575309,5/27/2017
2249.33,0.389533,32.575706,5/27/2017
1905.68,0.383589,32.576522,5/27/2017
1480.53,0.381495,32.576984,5/27/2017
4561.45,0.380552,32.576927,5/27/2017
258.47,0.380563,32.576923,5/27/2017
723.68,0.38058,32.576919,5/27/2017
658.78,0.380573,32.576927,5/27/2017
1911.74,0.380553,32.576919,5/27/2017
645.98,0.380478,32.576831,5/27/2017
3406.5,0.382729,32.57653,5/27/2017
3209.46,0.381768,32.576927,5/27/2017
3390.46,0.378173,32.576686,5/27/2017
3506.04,0.372259,32.576595,5/27/2017
3665.6,0.367774,32.578121,5/27/2017
2026.95,0.365579,32.584274,5/27/2017
2460.02,0.360711,32.583724,5/27/2017
1626.11,0.356909,32.582942,5/27/2017
1904.46,0.356489,32.58274,5/27/2017
1786.88,0.356235,32.583198,5/27/2017
3486.59,0.354274,32.584865,5/27/2017
2892.38,0.353207,32.586723,5/27/2017
1382.96,0.357553,32.592494,5/27/2017
2562.66,0.359216,32.600452,5/27/2017
2718.44,0.364582,32.603839,5/27/2017
2264.79,0.368341,32.614467,5/27/2017
1235.59,0.369212,32.62157,5/27/2017
1445.71,0.36958,32.626575,5/27/2017
2860.21,0.369757,32.627979,5/27/2017
2899.62,0.371755,32.630035,5/27/2017
1181.79,0.371764,32.630035,5/27/2017
